employee_id,company_id,dept,seniority,salary,join_date,quit_date,length_employment,quit_month,join_month
473490,1,design,18,216000,2011-08-01,2014-09-02,1128,9,8
749119,1,data_science,22,304000,2015-10-07,,67,,10
74405,4,customer_service,7,67000,2013-09-16,2014-08-20,338,8,9
618285,7,customer_service,22,94000,2015-01-20,,327,,1
725049,1,data_science,28,284000,2014-02-03,,678,,2
301919,1,customer_service,17,132000,2012-12-17,2014-01-24,403,1,12
657940,1,customer_service,20,122000,2015-08-03,,132,,8
901938,3,customer_service,24,101000,2013-02-06,,1040,,2
949168,1,customer_service,6,74000,2014-05-05,,587,,5
749309,1,engineer,15,299000,2014-10-27,,412,,10
765089,1,marketing,17,227000,2013-01-10,2013-12-27,351,12,1
102091,4,customer_service,7,74000,2014-12-15,,363,,12
120280,1,data_science,22,303000,2014-11-03,2015-10-23,354,10,11
98699,1,customer_service,16,131000,2013-01-22,2015-02-13,752,2,1
396099,10,engineer,15,216000,2013-12-30,2015-10-23,662,10,12
383357,8,engineer,12,132000,2012-10-23,2013-12-06,409,12,10
113155,3,engineer,8,154000,2014-04-14,,608,,4
348281,2,engineer,6,215000,2011-12-12,2015-04-10,1215,4,12
74428,1,customer_service,15,115000,2015-06-02,,194,,6
879533,1,marketing,9,108000,2013-05-30,,927,,5
701600,1,data_science,14,186000,2012-07-24,,1237,,7
129130,3,design,22,158000,2014-09-10,,459,,9
720874,6,design,6,115000,2015-09-28,,76,,9
465890,1,marketing,2,49000,2012-02-27,2014-05-16,809,5,2
199977,2,data_science,12,198000,2013-06-24,,902,,6
391536,2,engineer,2,79000,2014-07-24,,507,,7
890774,9,data_science,5,179000,2014-03-10,,643,,3
315388,3,engineer,21,274000,2013-12-30,,713,,12
169449,6,customer_service,13,73000,2014-06-09,,552,,6
11820,5,design,21,158000,2012-02-13,2015-10-09,1334,10,2
96220,1,data_science,25,319000,2012-11-07,2015-11-04,1092,11,11
368885,1,customer_service,16,118000,2011-08-29,2014-04-25,970,4,8
66309,6,customer_service,13,64000,2013-07-17,2014-08-08,387,8,7
535005,4,sales,9,96000,2015-10-05,,69,,10
705974,3,sales,10,98000,2012-07-11,2015-03-27,989,3,7
798925,10,customer_service,13,71000,2015-05-18,,209,,5
319360,7,data_science,1,64000,2011-03-22,2012-04-13,388,4,3
423294,3,customer_service,8,61000,2012-01-17,2013-11-08,661,11,1
518099,1,engineer,10,201000,2011-11-28,2015-04-10,1229,4,11
878745,2,data_science,16,308000,2014-05-05,,587,,5
21574,4,customer_service,2,27000,2011-01-24,2012-02-17,389,2,1
280348,1,data_science,12,242000,2012-01-03,2012-11-30,332,11,1
37403,5,customer_service,23,98000,2011-10-17,2012-10-26,375,10,10
7557,2,sales,7,137000,2011-02-14,2012-02-10,361,2,2
357361,1,sales,24,176000,2012-07-19,2013-06-14,330,6,7
856058,10,marketing,16,184000,2015-01-21,,326,,1
130736,1,sales,12,127000,2012-11-12,2013-12-20,403,12,11
512086,3,sales,12,103000,2012-10-08,2014-10-24,746,10,10
957379,1,customer_service,18,111000,2015-02-23,,293,,2
632861,1,customer_service,15,113000,2012-11-12,,1126,,11
831946,4,sales,13,88000,2011-08-08,2012-08-17,375,8,8
753949,2,customer_service,22,128000,2015-11-30,,13,,11
513369,6,data_science,21,213000,2013-09-23,2014-09-26,368,9,9
37349,3,customer_service,24,107000,2013-04-15,2014-05-23,403,5,4
330923,1,customer_service,25,131000,2014-02-24,,657,,2
747178,6,marketing,16,191000,2011-09-19,2015-09-11,1453,9,9
933558,2,engineer,29,317000,2012-05-14,2015-10-30,1264,10,5
573147,9,customer_service,23,76000,2015-03-09,,279,,3
469641,2,engineer,14,220000,2015-05-18,,209,,5
511955,1,customer_service,23,119000,2011-04-04,2015-09-18,1628,9,4
337628,1,customer_service,22,137000,2013-11-04,2014-12-19,410,12,11
438492,4,engineer,8,150000,2014-12-22,,356,,12
42459,6,customer_service,27,95000,2012-10-01,2013-11-08,403,11,10
520199,2,data_science,2,87000,2011-08-22,2013-05-17,634,5,8
183452,1,marketing,3,51000,2014-03-31,,622,,3
345027,5,customer_service,1,26000,2013-12-16,2014-10-17,305,10,12
823460,2,customer_service,8,93000,2015-05-18,,209,,5
826151,1,engineer,14,187000,2015-02-02,,314,,2
722528,1,customer_service,3,30000,2015-04-20,,237,,4
966441,3,sales,2,44000,2012-07-02,2013-06-21,354,6,7
565100,7,engineer,5,155000,2015-11-10,,33,,11
57435,1,data_science,19,287000,2011-04-05,2012-06-13,435,6,4
379266,10,customer_service,18,90000,2011-09-12,2012-09-14,368,9,9
709392,1,data_science,28,326000,2012-08-20,2015-07-10,1054,7,8
933798,1,marketing,27,200000,2012-12-31,2015-01-12,742,1,12
294709,1,sales,1,56000,2014-03-31,2015-02-06,312,2,3
760218,4,marketing,11,124000,2015-09-21,,83,,9
127607,2,engineer,7,209000,2011-06-20,2014-11-07,1236,11,6
990429,1,engineer,1,77000,2011-11-15,2014-07-25,983,7,11
214965,5,design,6,94000,2011-09-26,2015-06-04,1347,6,9
168979,4,sales,19,166000,2014-03-03,2015-03-20,382,3,3
227144,2,customer_service,20,125000,2011-08-08,2012-06-22,319,6,8
46845,2,sales,1,45000,2015-10-26,,48,,10
72538,8,engineer,27,274000,2013-03-11,,1007,,3
377002,1,engineer,15,304000,2014-05-19,,573,,5
279201,7,data_science,16,219000,2012-11-19,2015-01-12,784,1,11
839686,8,customer_service,29,98000,2014-09-08,2015-07-31,326,7,9
278601,3,customer_service,6,62000,2011-04-21,2014-08-29,1226,8,4
267930,3,data_science,17,281000,2011-01-26,2012-01-27,366,1,1
701397,1,customer_service,1,26000,2012-04-23,,1329,,4
762509,1,customer_service,10,70000,2013-09-09,2014-08-08,333,8,9
987465,9,engineer,9,162000,2011-03-21,2014-02-28,1075,2,3
364854,1,data_science,21,319000,2015-12-07,,6,,12
369519,1,marketing,23,236000,2011-12-27,2015-01-02,1102,1,12
965576,6,data_science,20,273000,2013-11-18,,755,,11
55818,1,marketing,26,189000,2013-06-24,2015-07-10,746,7,6
240363,6,data_science,6,167000,2011-10-31,2012-11-09,375,11,10
142885,1,customer_service,17,119000,2015-05-26,,201,,5
43322,8,customer_service,26,105000,2015-06-08,,188,,6
807289,1,data_science,16,319000,2011-03-14,2012-01-27,319,1,3
48387,9,customer_service,10,51000,2014-04-08,,614,,4
735300,1,data_science,19,343000,2013-06-24,,902,,6
84039,2,customer_service,11,77000,2011-09-26,2013-05-24,606,5,9
284117,1,customer_service,5,81000,2013-06-24,2014-05-30,340,5,6
845186,4,engineer,11,185000,2011-11-07,2012-12-28,417,12,11
687060,2,sales,25,202000,2013-09-09,2014-10-09,395,10,9
268518,7,data_science,26,221000,2014-07-21,2015-09-04,410,9,7
255166,1,customer_service,7,73000,2011-06-13,2014-03-21,1012,3,6
626015,6,design,29,167000,2015-10-05,,69,,10
998140,1,customer_service,20,126000,2011-10-10,2013-01-18,466,1,10
40297,3,marketing,4,42000,2012-02-21,2015-09-04,1291,9,2
663378,2,engineer,13,199000,2011-03-21,2014-08-01,1229,8,3
603597,1,engineer,26,277000,2012-06-25,,1266,,6
772399,5,marketing,4,34000,2013-12-16,,727,,12
549063,4,engineer,12,163000,2011-08-24,2014-08-22,1094,8,8
814519,1,customer_service,13,76000,2011-06-13,2015-01-30,1327,1,6
677548,5,data_science,23,218000,2013-10-01,2014-11-28,423,11,10
292886,2,data_science,2,71000,2013-07-08,,888,,7
88192,1,customer_service,17,113000,2013-11-18,,755,,11
310716,3,engineer,16,239000,2015-11-30,,13,,11
492306,2,customer_service,23,125000,2014-12-22,,356,,12
727419,7,marketing,9,119000,2012-08-27,2014-04-21,602,4,8
694006,4,customer_service,22,97000,2014-03-24,,629,,3
589003,2,customer_service,22,134000,2015-10-26,,48,,10
100485,3,marketing,13,83000,2012-03-05,2014-02-14,711,2,3
616385,3,sales,22,160000,2015-01-07,,340,,1
478322,2,customer_service,19,121000,2015-10-12,,62,,10
312366,9,customer_service,1,24000,2012-04-23,2014-04-25,732,4,4
921656,9,marketing,14,117000,2013-05-13,,944,,5
570564,1,customer_service,17,110000,2013-04-15,2015-06-12,788,6,4
806748,4,customer_service,17,91000,2015-04-20,,237,,4
404492,8,engineer,13,191000,2014-01-06,,706,,1
931750,7,marketing,16,202000,2014-02-24,2015-02-13,354,2,2
383204,2,sales,19,201000,2013-12-09,2014-11-28,354,11,12
357555,9,sales,28,178000,2015-01-26,,321,,1
54806,4,customer_service,18,90000,2012-04-23,2013-04-05,347,4,4
425545,11,engineer,26,203000,2013-09-12,2014-07-18,309,7,9
360494,1,sales,5,157000,2012-06-07,2013-06-28,386,6,6
953784,2,customer_service,17,117000,2014-06-23,,538,,6
66079,5,engineer,10,159000,2013-04-15,2014-05-02,382,5,4
496386,4,customer_service,9,73000,2013-09-09,2014-09-26,382,9,9
422942,9,customer_service,12,64000,2015-09-14,,90,,9
947071,1,sales,3,54000,2013-11-26,,747,,11
435919,1,marketing,11,126000,2012-09-17,,1182,,9
472690,3,engineer,8,159000,2013-11-18,2015-01-23,431,1,11
404476,1,design,29,156000,2015-11-25,,18,,11
413486,1,customer_service,18,126000,2013-04-15,2014-05-23,403,5,4
381998,6,sales,19,167000,2011-10-10,2012-09-28,354,9,10
236704,2,customer_service,28,117000,2011-03-28,2012-02-24,333,2,3
24132,4,marketing,5,114000,2013-07-18,2014-07-08,355,7,7
828900,5,design,18,136000,2013-06-03,2014-06-20,382,6,6
707536,4,engineer,8,174000,2013-07-01,2014-06-13,347,6,7
972591,1,customer_service,24,141000,2011-08-29,2013-04-26,606,4,8
774429,1,design,23,172000,2012-10-15,2013-09-19,339,9,10
596215,4,customer_service,7,61000,2015-02-09,,307,,2
124892,6,customer_service,8,72000,2013-07-15,2015-07-17,732,7,7
515467,4,marketing,19,172000,2012-09-19,2014-09-26,737,9,9
437146,5,marketing,13,84000,2014-02-18,,663,,2
83418,1,engineer,6,147000,2013-06-10,2014-07-11,396,7,6
414164,1,engineer,11,213000,2015-08-10,,125,,8
911280,1,customer_service,12,81000,2014-10-06,,433,,10
766599,1,customer_service,26,128000,2014-12-30,,348,,12
704356,1,sales,28,198000,2014-09-02,,467,,9
109310,3,sales,20,190000,2013-02-04,2013-12-13,312,12,2
30556,1,engineer,4,90000,2013-09-16,,818,,9
504345,8,data_science,19,246000,2013-09-16,2014-09-05,354,9,9
632607,3,marketing,17,177000,2011-12-19,2013-02-01,410,2,12
436116,2,marketing,10,109000,2011-08-08,2015-10-22,1536,10,8
903975,3,marketing,28,167000,2013-09-30,2015-10-16,746,10,9
875512,1,sales,20,198000,2012-03-14,2013-04-19,401,4,3
186535,2,customer_service,14,69000,2011-08-29,2012-08-24,361,8,8
307309,3,customer_service,7,73000,2013-04-15,2014-12-19,613,12,4
958097,8,sales,17,152000,2012-03-12,2014-02-28,718,2,3
711318,3,sales,8,97000,2015-03-09,,279,,3
116644,1,engineer,26,304000,2015-11-05,,38,,11
970302,1,customer_service,22,100000,2013-04-08,,979,,4
166681,9,customer_service,1,20000,2011-05-02,2012-05-16,380,5,5
409657,3,engineer,3,67000,2013-10-14,2014-10-10,361,10,10
89281,3,customer_service,21,93000,2015-05-04,,223,,5
627990,3,sales,15,162000,2012-04-02,2013-03-01,333,3,4
642574,1,engineer,9,151000,2012-12-10,2014-01-10,396,1,12
495964,9,marketing,5,109000,2015-12-07,,6,,12
407517,3,engineer,21,271000,2015-08-31,,104,,8
766721,1,data_science,12,196000,2013-02-12,,1034,,2
162862,9,customer_service,10,64000,2014-12-01,,377,,12
460645,3,data_science,5,160000,2011-03-28,2012-03-30,368,3,3
507400,2,customer_service,9,86000,2013-04-29,2014-05-02,368,5,4
10982,5,engineer,27,184000,2011-06-20,2013-11-01,865,11,6
596247,5,customer_service,19,87000,2012-09-17,2013-09-27,375,9,9
140437,10,data_science,20,229000,2014-03-03,2015-01-02,305,1,3
420376,5,sales,4,30000,2014-10-08,,431,,10
590941,6,marketing,20,167000,2015-12-07,,6,,12
293616,1,customer_service,2,32000,2014-05-05,,587,,5
875515,1,customer_service,14,79000,2014-03-10,,643,,3
814185,1,customer_service,2,32000,2015-06-22,,174,,6
766860,5,design,4,43000,2014-06-04,2015-06-26,387,6,6
389222,2,engineer,9,193000,2013-02-19,2013-12-06,290,12,2
474539,6,customer_service,9,63000,2015-11-30,,13,,11
573912,1,data_science,25,306000,2012-03-19,2013-06-06,444,6,3
120318,8,sales,15,145000,2014-04-07,,615,,4
123510,10,customer_service,18,92000,2013-03-25,2015-03-20,725,3,3
627791,4,sales,3,44000,2015-08-10,,125,,8
581583,1,marketing,8,136000,2011-04-11,2013-04-26,746,4,4
888728,3,sales,26,128000,2013-03-19,2014-03-21,367,3,3
51652,3,engineer,24,264000,2015-10-13,,61,,10
80071,3,customer_service,17,107000,2011-05-23,2014-01-31,984,1,5
762544,2,customer_service,13,72000,2015-06-01,,195,,6
189073,2,sales,9,120000,2014-07-21,,510,,7
447645,1,engineer,23,310000,2011-05-17,2012-05-18,367,5,5
447381,1,design,4,41000,2011-05-18,2014-05-09,1087,5,5
955563,4,customer_service,28,92000,2013-12-02,,741,,12
696084,1,customer_service,16,135000,2012-12-18,2014-12-26,738,12,12
168299,6,data_science,17,292000,2014-05-27,,565,,5
850813,10,customer_service,8,67000,2012-03-01,2014-01-17,687,1,3
100016,6,marketing,11,108000,2014-08-18,2015-08-21,368,8,8
831056,1,customer_service,18,119000,2013-06-10,2014-08-01,417,8,6
582624,4,data_science,6,168000,2012-08-27,,1203,,8
43050,2,marketing,13,148000,2015-11-11,,32,,11
630183,3,sales,9,97000,2011-05-02,2015-02-06,1376,2,5
278501,10,sales,23,150000,2013-05-07,,950,,5
390697,1,design,19,220000,2012-03-05,2013-06-14,466,6,3
474976,2,marketing,2,40000,2015-08-10,,125,,8
229229,2,customer_service,15,126000,2012-01-17,2013-01-18,367,1,1
169746,7,sales,27,152000,2015-11-25,,18,,11
502939,6,data_science,24,226000,2014-05-05,,587,,5
895393,2,sales,3,49000,2011-05-09,2015-05-29,1481,5,5
518354,1,customer_service,18,133000,2015-08-31,,104,,8
332293,9,data_science,19,243000,2014-05-05,,587,,5
32378,8,customer_service,17,88000,2015-04-13,,244,,4
460922,4,customer_service,29,82000,2012-10-08,,1161,,10
600000,2,customer_service,19,119000,2014-12-22,2015-10-09,291,10,12
657266,3,customer_service,1,24000,2013-05-13,,944,,5
909192,1,customer_service,5,78000,2013-08-12,,853,,8
332489,1,design,15,212000,2012-10-10,2015-02-20,863,2,10
895898,4,customer_service,10,56000,2011-04-04,2012-04-20,382,4,4
925648,9,marketing,15,130000,2014-12-10,,368,,12
825963,2,customer_service,26,133000,2014-08-25,,475,,8
103004,3,engineer,5,185000,2013-12-05,2014-12-05,365,12,12
633599,1,customer_service,16,104000,2013-06-17,2015-02-13,606,2,6
530174,1,marketing,13,140000,2013-08-26,,839,,8
163751,4,customer_service,5,54000,2013-12-02,2014-11-14,347,11,12
719930,1,customer_service,7,75000,2011-10-17,2014-09-26,1075,9,10
718199,8,customer_service,1,21000,2015-10-05,,69,,10
898252,2,marketing,10,122000,2015-07-06,,160,,7
168953,1,customer_service,17,109000,2015-07-02,,164,,7
646910,7,customer_service,19,96000,2012-07-23,2013-10-11,445,10,7
145115,3,customer_service,15,89000,2011-03-28,2015-04-24,1488,4,3
426072,7,marketing,14,113000,2014-12-08,,370,,12
260811,1,customer_service,10,91000,2012-10-29,2013-10-11,347,10,10
787251,1,data_science,3,74000,2014-09-22,2015-11-20,424,11,9
66204,3,customer_service,15,71000,2014-02-03,,678,,2
23115,1,customer_service,8,74000,2015-10-26,,48,,10
647125,1,design,8,127000,2015-03-16,,272,,3
115377,5,marketing,10,101000,2012-07-09,2014-03-28,627,3,7
998416,2,data_science,17,322000,2012-02-29,,1383,,2
601118,2,data_science,18,304000,2014-08-25,,475,,8
640268,1,customer_service,20,126000,2015-10-19,,55,,10
846348,1,sales,16,233000,2015-07-13,,153,,7
337015,5,engineer,29,217000,2013-03-18,2015-01-02,655,1,3
239278,3,engineer,1,54000,2012-12-10,,1098,,12
992868,9,data_science,11,191000,2015-06-01,,195,,6
488402,1,marketing,14,141000,2014-11-24,,384,,11
48309,7,sales,17,153000,2015-06-29,,167,,6
722302,2,engineer,9,170000,2013-05-28,2014-06-13,381,6,5
207178,1,customer_service,12,78000,2013-05-06,2015-07-31,816,7,5
551037,9,customer_service,20,101000,2014-04-07,2015-04-17,375,4,4
985830,10,customer_service,25,98000,2013-07-10,2014-06-20,345,6,7
497784,2,marketing,3,51000,2014-09-15,,454,,9
596735,3,sales,4,45000,2012-12-31,2014-02-28,424,2,12
378181,1,marketing,4,59000,2015-05-26,,201,,5
371708,1,engineer,19,304000,2015-05-13,,214,,5
784707,5,engineer,14,173000,2013-02-25,2014-03-14,382,3,2
698606,3,customer_service,15,102000,2015-08-10,,125,,8
43282,4,customer_service,4,28000,2015-06-22,,174,,6
285498,9,engineer,1,65000,2012-12-03,2013-11-22,354,11,12
790607,1,data_science,15,297000,2015-08-10,,125,,8
319080,5,marketing,8,115000,2011-03-22,2012-05-25,430,5,3
952116,11,engineer,18,177000,2013-02-05,2014-02-21,381,2,2
804295,1,engineer,2,70000,2011-03-29,2015-05-08,1501,5,3
417556,2,customer_service,18,128000,2011-10-19,2013-10-25,737,10,10
879854,5,customer_service,25,91000,2011-08-01,2013-04-12,620,4,8
330596,2,data_science,17,254000,2011-12-19,,1455,,12
390493,1,design,23,141000,2015-05-04,,223,,5
431752,2,marketing,29,205000,2014-08-27,,473,,8
199880,5,customer_service,15,101000,2012-02-21,2015-09-25,1312,9,2
974282,1,design,16,226000,2013-04-15,,972,,4
985535,2,data_science,2,82000,2012-11-19,2015-03-06,837,3,11
282163,1,customer_service,9,83000,2015-07-14,,152,,7
712062,3,marketing,26,147000,2014-04-21,2015-03-20,333,3,4
978617,3,customer_service,9,70000,2012-01-30,2013-04-01,427,4,1
226529,1,customer_service,19,92000,2011-07-11,2012-08-03,389,8,7
211638,1,engineer,16,271000,2013-12-16,2014-12-26,375,12,12
836062,10,design,16,169000,2013-09-23,2014-10-31,403,10,9
235535,1,sales,8,131000,2015-04-13,,244,,4
635247,1,customer_service,6,84000,2015-01-12,,335,,1
246896,4,marketing,4,46000,2013-07-22,,874,,7
275916,8,marketing,8,106000,2012-06-04,2015-05-29,1089,5,6
517539,2,customer_service,17,111000,2015-08-24,,111,,8
463050,9,sales,26,165000,2015-09-08,,96,,9
436611,1,sales,20,198000,2015-03-31,,257,,3
224745,1,customer_service,19,108000,2011-01-24,2012-02-24,396,2,1
171378,1,engineer,2,79000,2014-06-02,,559,,6
537626,1,marketing,29,196000,2013-12-23,,720,,12
124512,1,customer_service,11,94000,2011-05-11,2013-06-14,765,6,5
951303,4,data_science,11,148000,2014-07-08,2015-08-14,402,8,7
528189,2,design,13,132000,2014-07-07,,524,,7
864168,3,engineer,20,242000,2015-01-12,,335,,1
392126,1,engineer,9,200000,2015-08-17,,118,,8
771367,9,data_science,4,66000,2014-08-11,2015-07-07,330,7,8
876757,1,customer_service,6,82000,2015-04-27,,230,,4
561043,3,customer_service,18,119000,2012-07-02,2014-03-28,634,3,7
553673,6,engineer,18,210000,2015-02-23,,293,,2
219934,10,engineer,26,273000,2013-03-14,2014-05-02,414,5,3
549709,2,customer_service,28,131000,2014-11-24,2015-08-07,256,8,11
461699,5,customer_service,8,69000,2011-04-11,2012-03-02,326,3,4
786074,1,customer_service,10,77000,2012-08-29,,1201,,8
759537,1,customer_service,7,78000,2015-11-09,,34,,11
791580,8,marketing,29,142000,2011-09-07,2012-09-07,366,9,9
643910,9,customer_service,20,111000,2015-08-03,,132,,8
996641,2,customer_service,22,107000,2015-05-19,,208,,5
489162,1,customer_service,10,64000,2014-06-23,2015-07-24,396,7,6
850929,4,customer_service,15,95000,2012-02-01,2013-01-18,352,1,2
896418,2,sales,19,193000,2012-04-30,2015-02-13,1019,2,4
81245,1,engineer,27,242000,2013-07-08,2014-07-25,382,7,7
408935,3,customer_service,26,92000,2015-07-15,,151,,7
850321,1,data_science,4,73000,2012-05-29,,1293,,5
531482,10,data_science,25,244000,2011-12-19,2013-12-20,732,12,12
110260,2,sales,6,121000,2014-12-10,,368,,12
833223,6,customer_service,21,97000,2015-07-06,,160,,7
801009,4,marketing,4,31000,2014-11-17,2015-11-27,375,11,11
930115,1,data_science,5,180000,2013-10-22,,782,,10
408481,1,customer_service,24,104000,2014-02-24,,657,,2
194942,2,marketing,20,213000,2015-03-30,,258,,3
909316,2,customer_service,27,110000,2011-06-06,2012-01-03,211,1,6
232873,1,customer_service,17,102000,2013-02-19,2014-03-21,395,3,2
