day,company_id,employee_headcount
2011-07-20,1,849
2011-07-21,1,851
2011-07-22,1,851
2011-07-23,1,851
2011-07-24,1,851
2011-07-25,1,872
2011-07-26,1,876
2011-07-27,1,876
2011-07-28,1,876
2011-07-29,1,876
2011-07-30,1,876
2011-07-31,1,876
2011-08-01,1,913
2011-08-02,1,916
2011-08-03,1,918
2011-08-04,1,919
2011-08-05,1,919
2011-08-06,1,919
2011-08-07,1,919
2011-08-08,1,950
2011-08-09,1,954
2011-08-10,1,956
2011-08-11,1,957
2011-08-12,1,957
2011-08-13,1,957
2011-08-14,1,957
2011-08-15,1,991
2011-08-16,1,991
2011-08-17,1,994
2011-08-18,1,994
2011-08-19,1,994
2011-08-20,1,994
2011-08-21,1,994
2011-08-22,1,1022
2011-08-23,1,1026
2011-08-24,1,1029
2011-08-25,1,1029
2011-08-26,1,1029
2011-08-27,1,1029
2011-08-28,1,1029
2011-08-29,1,1063
2011-08-30,1,1065
2011-08-31,1,1066
2011-09-01,1,1066
2011-09-02,1,1066
2011-09-03,1,1066
2011-09-04,1,1066
2011-09-05,1,1066
2011-09-06,1,1096
2011-09-07,1,1096
2011-09-08,1,1097
2011-09-09,1,1097
2011-09-10,1,1097
2011-09-11,1,1097
2011-09-12,1,1124
2011-09-13,1,1127
2011-09-14,1,1128
2011-09-15,1,1130
2011-09-16,1,1130
2011-09-17,1,1130
2011-09-18,1,1130
2011-09-19,1,1163
2011-09-20,1,1164
2011-09-21,1,1166
2011-09-22,1,1166
2011-09-23,1,1166
2011-09-24,1,1166
2011-09-25,1,1166
2011-09-26,1,1191
2011-09-27,1,1195
2011-09-28,1,1196
2011-09-29,1,1197
2011-09-30,1,1197
2011-10-01,1,1197
2011-10-02,1,1197
2011-10-03,1,1225
2011-10-04,1,1228
2011-10-05,1,1229
2011-10-06,1,1229
2011-10-07,1,1229
2011-10-08,1,1229
2011-10-09,1,1229
2011-10-10,1,1265
2011-10-11,1,1267
2011-10-12,1,1268
2011-10-13,1,1269
2011-10-14,1,1269
2011-10-15,1,1269
2011-10-16,1,1269
2011-10-17,1,1298
2011-10-18,1,1303
2011-10-19,1,1305
2011-10-20,1,1305
2011-10-21,1,1304
2011-10-22,1,1304
2011-10-23,1,1304
2011-10-24,1,1325
2011-10-25,1,1328
2011-10-26,1,1330
2011-10-27,1,1330
2011-10-28,1,1330
2011-10-29,1,1330
2011-10-30,1,1330
2011-10-31,1,1352
2011-11-01,1,1357
2011-11-02,1,1361
2011-11-03,1,1362
2011-11-04,1,1362
2011-11-05,1,1362
2011-11-06,1,1362
2011-11-07,1,1396
2011-11-08,1,1397
2011-11-09,1,1398
2011-11-10,1,1400
2011-11-11,1,1399
2011-11-12,1,1399
2011-11-13,1,1399
2011-11-14,1,1425
2011-11-15,1,1428
2011-11-16,1,1429
2011-11-17,1,1430
2011-11-18,1,1430
2011-11-19,1,1430
2011-11-20,1,1430
2011-11-21,1,1448
2011-11-22,1,1448
2011-11-23,1,1450
2011-11-24,1,1450
2011-11-25,1,1449
2011-11-26,1,1449
2011-11-27,1,1449
2011-11-28,1,1493
2011-11-29,1,1494
2011-11-30,1,1495
2011-12-01,1,1496
2011-12-02,1,1496
2011-12-03,1,1496
2011-12-04,1,1496
2011-12-05,1,1516
2011-12-06,1,1520
2011-12-07,1,1521
2011-12-08,1,1522
2011-12-09,1,1521
2011-12-10,1,1521
2011-12-11,1,1521
2011-12-12,1,1541
2011-12-13,1,1542
2011-12-14,1,1545
2011-12-15,1,1546
2011-12-16,1,1545
2011-12-17,1,1545
2011-12-18,1,1545
2011-12-19,1,1571
2011-12-20,1,1573
2011-12-21,1,1574
2011-12-22,1,1575
2011-12-23,1,1573
2011-12-24,1,1573
2011-12-25,1,1573
2011-12-26,1,1573
2011-12-27,1,1594
2011-12-28,1,1595
2011-12-29,1,1596
2011-12-30,1,1592
2011-12-31,1,1592
2012-01-01,1,1592
2012-01-02,1,1592
2012-01-03,1,1631
2012-01-04,1,1633
2012-01-05,1,1633
2012-01-06,1,1628
2012-01-07,1,1628
2012-01-08,1,1628
2012-01-09,1,1653
2012-01-10,1,1654
2012-01-11,1,1656
2012-01-12,1,1658
2012-01-13,1,1653
2012-01-14,1,1653
2012-01-15,1,1653
2012-01-16,1,1653
2012-01-17,1,1684
2012-01-18,1,1686
2012-01-19,1,1687
2012-01-20,1,1680
2012-01-21,1,1680
2012-01-22,1,1680
2012-01-23,1,1705
2012-01-24,1,1708
2012-01-25,1,1711
2012-01-26,1,1713
2012-01-27,1,1707
2012-01-28,1,1707
2012-01-29,1,1707
2012-01-30,1,1737
2012-01-31,1,1743
2012-02-01,1,1743
2012-02-02,1,1744
2012-02-03,1,1738
2012-02-04,1,1738
2012-02-05,1,1738
2012-02-06,1,1762
2012-02-07,1,1767
2012-02-08,1,1767
2012-02-09,1,1768
2012-02-10,1,1761
2012-02-11,1,1761
2012-02-12,1,1761
2012-02-13,1,1791
2012-02-14,1,1794
2012-02-15,1,1798
2012-02-16,1,1798
2012-02-17,1,1792
2012-02-18,1,1792
2012-02-19,1,1792
2012-02-20,1,1792
2012-02-21,1,1825
2012-02-22,1,1827
2012-02-23,1,1829
2012-02-24,1,1822
2012-02-25,1,1822
2012-02-26,1,1822
2012-02-27,1,1843
2012-02-28,1,1846
2012-02-29,1,1847
2012-03-01,1,1848
2012-03-02,1,1841
2012-03-03,1,1841
2012-03-04,1,1841
2012-03-05,1,1863
2012-03-06,1,1865
2012-03-07,1,1865
2012-03-08,1,1864
2012-03-09,1,1851
2012-03-10,1,1851
2012-03-11,1,1851
2012-03-12,1,1877
2012-03-13,1,1878
2012-03-14,1,1881
2012-03-15,1,1881
2012-03-16,1,1869
2012-03-17,1,1869
2012-03-18,1,1869
2012-03-19,1,1888
2012-03-20,1,1889
2012-03-21,1,1892
2012-03-22,1,1891
2012-03-23,1,1881
2012-03-24,1,1881
2012-03-25,1,1881
2012-03-26,1,1917
2012-03-27,1,1920
2012-03-28,1,1923
2012-03-29,1,1923
2012-03-30,1,1913
2012-03-31,1,1913
2012-04-01,1,1913
2012-04-02,1,1946
2012-04-03,1,1949
2012-04-04,1,1951
2012-04-05,1,1953
2012-04-06,1,1953
2012-04-07,1,1953
2012-04-08,1,1953
2012-04-09,1,1968
2012-04-10,1,1970
2012-04-11,1,1971
2012-04-12,1,1972
2012-04-13,1,1961
2012-04-14,1,1961
2012-04-15,1,1961
2012-04-16,1,1980
2012-04-17,1,1985
2012-04-18,1,1985
2012-04-19,1,1985
2012-04-20,1,1974
2012-04-21,1,1974
2012-04-22,1,1974
2012-04-23,1,1991
2012-04-24,1,1993
2012-04-25,1,1995
2012-04-26,1,1995
2012-04-27,1,1984
2012-04-28,1,1984
2012-04-29,1,1984
2012-04-30,1,2023
2012-05-01,1,2029
2012-05-02,1,2031
2012-05-03,1,2032
2012-05-04,1,2023
2012-05-05,1,2023
2012-05-06,1,2023
2012-05-07,1,2057
2012-05-08,1,2063
2012-05-09,1,2064
2012-05-10,1,2067
2012-05-11,1,2055
2012-05-12,1,2055
2012-05-13,1,2055
2012-05-14,1,2085
2012-05-15,1,2087
2012-05-16,1,2088
2012-05-17,1,2089
2012-05-18,1,2081
2012-05-19,1,2081
2012-05-20,1,2081
2012-05-21,1,2110
2012-05-22,1,2114
2012-05-23,1,2114
2012-05-24,1,2114
2012-05-25,1,2104
2012-05-26,1,2104
2012-05-27,1,2104
2012-05-28,1,2104
2012-05-29,1,2132
2012-05-30,1,2136
2012-05-31,1,2136
2012-06-01,1,2121
2012-06-02,1,2121
2012-06-03,1,2121
2012-06-04,1,2159
2012-06-05,1,2165
2012-06-06,1,2166
2012-06-07,1,2168
2012-06-08,1,2159
2012-06-09,1,2159
2012-06-10,1,2159
2012-06-11,1,2191
2012-06-12,1,2193
2012-06-13,1,2193
2012-06-14,1,2193
2012-06-15,1,2188
2012-06-16,1,2188
2012-06-17,1,2188
2012-06-18,1,2220
2012-06-19,1,2223
2012-06-20,1,2223
2012-06-21,1,2223
2012-06-22,1,2207
2012-06-23,1,2207
2012-06-24,1,2207
2012-06-25,1,2228
2012-06-26,1,2228
2012-06-27,1,2233
2012-06-28,1,2232
2012-06-29,1,2218
2012-06-30,1,2218
2012-07-01,1,2218
2012-07-02,1,2255
2012-07-03,1,2255
2012-07-04,1,2255
2012-07-05,1,2261
2012-07-06,1,2254
2012-07-07,1,2254
2012-07-08,1,2254
2012-07-09,1,2288
2012-07-10,1,2290
2012-07-11,1,2290
2012-07-12,1,2290
2012-07-13,1,2276
2012-07-14,1,2276
2012-07-15,1,2276
2012-07-16,1,2299
2012-07-17,1,2300
2012-07-18,1,2300
2012-07-19,1,2300
2012-07-20,1,2287
2012-07-21,1,2287
2012-07-22,1,2287
2012-07-23,1,2314
2012-07-24,1,2317
2012-07-25,1,2317
2012-07-26,1,2319
2012-07-27,1,2305
2012-07-28,1,2305
2012-07-29,1,2305
2012-07-30,1,2334
2012-07-31,1,2337
2012-08-01,1,2340
2012-08-02,1,2341
2012-08-03,1,2327
2012-08-04,1,2327
2012-08-05,1,2327
2012-08-06,1,2354
2012-08-07,1,2356
2012-08-08,1,2356
2012-08-09,1,2360
2012-08-10,1,2353
2012-08-11,1,2353
2012-08-12,1,2353
2012-08-13,1,2388
2012-08-14,1,2396
2012-08-15,1,2397
2012-08-16,1,2397
2012-08-17,1,2383
2012-08-18,1,2383
2012-08-19,1,2383
2012-08-20,1,2404
2012-08-21,1,2408
2012-08-22,1,2409
2012-08-23,1,2410
2012-08-24,1,2406
2012-08-25,1,2406
2012-08-26,1,2406
2012-08-27,1,2429
2012-08-28,1,2432
2012-08-29,1,2434
2012-08-30,1,2433
2012-08-31,1,2417
2012-09-01,1,2417
2012-09-02,1,2417
2012-09-03,1,2417
2012-09-04,1,2437
2012-09-05,1,2438
2012-09-06,1,2438
2012-09-07,1,2426
2012-09-08,1,2426
2012-09-09,1,2426
2012-09-10,1,2456
2012-09-11,1,2461
2012-09-12,1,2463
2012-09-13,1,2464
2012-09-14,1,2447
2012-09-15,1,2447
2012-09-16,1,2447
2012-09-17,1,2472
2012-09-18,1,2474
2012-09-19,1,2473
2012-09-20,1,2474
2012-09-21,1,2466
2012-09-22,1,2466
2012-09-23,1,2466
2012-09-24,1,2488
2012-09-25,1,2490
2012-09-26,1,2491
2012-09-27,1,2492
2012-09-28,1,2477
2012-09-29,1,2477
2012-09-30,1,2477
2012-10-01,1,2507
2012-10-02,1,2508
2012-10-03,1,2512
2012-10-04,1,2514
2012-10-05,1,2507
2012-10-06,1,2507
2012-10-07,1,2507
2012-10-08,1,2543
2012-10-09,1,2546
2012-10-10,1,2550
2012-10-11,1,2550
2012-10-12,1,2538
2012-10-13,1,2538
2012-10-14,1,2538
2012-10-15,1,2570
2012-10-16,1,2573
2012-10-17,1,2575
2012-10-18,1,2575
2012-10-19,1,2564
2012-10-20,1,2564
2012-10-21,1,2564
2012-10-22,1,2582
2012-10-23,1,2589
2012-10-24,1,2591
2012-10-25,1,2591
2012-10-26,1,2579
2012-10-27,1,2579
2012-10-28,1,2579
2012-10-29,1,2608
2012-10-30,1,2608
2012-10-31,1,2612
2012-11-01,1,2612
2012-11-02,1,2597
2012-11-03,1,2597
2012-11-04,1,2597
2012-11-05,1,2623
2012-11-06,1,2629
2012-11-07,1,2631
2012-11-08,1,2631
2012-11-09,1,2613
2012-11-10,1,2613
2012-11-11,1,2613
2012-11-12,1,2634
2012-11-13,1,2638
2012-11-14,1,2642
2012-11-15,1,2642
2012-11-16,1,2630
2012-11-17,1,2630
2012-11-18,1,2630
2012-11-19,1,2664
2012-11-20,1,2667
2012-11-21,1,2672
2012-11-22,1,2672
2012-11-23,1,2661
2012-11-24,1,2661
2012-11-25,1,2661
2012-11-26,1,2692
2012-11-27,1,2694
2012-11-28,1,2696
2012-11-29,1,2699
2012-11-30,1,2682
2012-12-01,1,2682
2012-12-02,1,2682
2012-12-03,1,2710
2012-12-04,1,2711
2012-12-05,1,2713
2012-12-06,1,2712
2012-12-07,1,2700
2012-12-08,1,2700
2012-12-09,1,2700
2012-12-10,1,2725
2012-12-11,1,2727
2012-12-12,1,2730
2012-12-13,1,2730
2012-12-14,1,2721
2012-12-15,1,2721
2012-12-16,1,2721
2012-12-17,1,2740
2012-12-18,1,2746
2012-12-19,1,2747
2012-12-20,1,2751
2012-12-21,1,2732
2012-12-22,1,2732
2012-12-23,1,2732
2012-12-24,1,2759
2012-12-25,1,2759
2012-12-26,1,2767
2012-12-27,1,2769
2012-12-28,1,2760
2012-12-29,1,2760
2012-12-30,1,2760
2012-12-31,1,2794
2013-01-01,1,2794
2013-01-02,1,2796
2013-01-03,1,2798
2013-01-04,1,2784
2013-01-05,1,2784
2013-01-06,1,2784
2013-01-07,1,2816
2013-01-08,1,2818
2013-01-09,1,2818
2013-01-10,1,2820
2013-01-11,1,2804
2013-01-12,1,2804
2013-01-13,1,2804
2013-01-14,1,2831
2013-01-15,1,2834
2013-01-16,1,2835
2013-01-17,1,2834
2013-01-18,1,2818
2013-01-19,1,2818
2013-01-20,1,2818
2013-01-21,1,2818
2013-01-22,1,2853
2013-01-23,1,2853
2013-01-24,1,2855
2013-01-25,1,2841
2013-01-26,1,2841
2013-01-27,1,2841
2013-01-28,1,2860
2013-01-29,1,2864
2013-01-30,1,2867
2013-01-31,1,2868
2013-02-01,1,2856
2013-02-02,1,2856
2013-02-03,1,2856
2013-02-04,1,2887
2013-02-05,1,2889
2013-02-06,1,2891
2013-02-07,1,2890
2013-02-08,1,2876
2013-02-09,1,2876
2013-02-10,1,2876
2013-02-11,1,2897
2013-02-12,1,2902
2013-02-13,1,2904
2013-02-14,1,2904
2013-02-15,1,2887
2013-02-16,1,2887
2013-02-17,1,2887
2013-02-18,1,2887
2013-02-19,1,2908
2013-02-20,1,2910
2013-02-21,1,2911
2013-02-22,1,2896
2013-02-23,1,2896
2013-02-24,1,2896
2013-02-25,1,2925
2013-02-26,1,2929
2013-02-27,1,2929
2013-02-28,1,2931
2013-03-01,1,2913
2013-03-02,1,2913
2013-03-03,1,2913
2013-03-04,1,2937
2013-03-05,1,2942
2013-03-06,1,2943
2013-03-07,1,2944
2013-03-08,1,2928
2013-03-09,1,2928
2013-03-10,1,2928
2013-03-11,1,2954
2013-03-12,1,2958
2013-03-13,1,2960
2013-03-14,1,2960
2013-03-15,1,2937
2013-03-16,1,2937
2013-03-17,1,2937
2013-03-18,1,2966
2013-03-19,1,2968
2013-03-20,1,2969
2013-03-21,1,2969
2013-03-22,1,2953
2013-03-23,1,2953
2013-03-24,1,2953
2013-03-25,1,2986
2013-03-26,1,2986
2013-03-27,1,2990
2013-03-28,1,2990
2013-03-29,1,2990
2013-03-30,1,2990
2013-03-31,1,2990
2013-04-01,1,3009
2013-04-02,1,3009
2013-04-03,1,3011
2013-04-04,1,3012
2013-04-05,1,2988
2013-04-06,1,2988
2013-04-07,1,2988
2013-04-08,1,3023
2013-04-09,1,3027
2013-04-10,1,3028
2013-04-11,1,3029
2013-04-12,1,3007
2013-04-13,1,3007
2013-04-14,1,3007
2013-04-15,1,3038
2013-04-16,1,3042
2013-04-17,1,3045
2013-04-18,1,3044
2013-04-19,1,3026
2013-04-20,1,3026
2013-04-21,1,3026
2013-04-22,1,3055
2013-04-23,1,3061
2013-04-24,1,3064
2013-04-25,1,3063
2013-04-26,1,3038
2013-04-27,1,3038
2013-04-28,1,3038
2013-04-29,1,3063
2013-04-30,1,3067
2013-05-01,1,3070
2013-05-02,1,3070
2013-05-03,1,3056
2013-05-04,1,3056
2013-05-05,1,3056
2013-05-06,1,3088
2013-05-07,1,3090
2013-05-08,1,3090
2013-05-09,1,3089
2013-05-10,1,3067
2013-05-11,1,3067
2013-05-12,1,3067
2013-05-13,1,3094
2013-05-14,1,3096
2013-05-15,1,3098
2013-05-16,1,3098
2013-05-17,1,3083
2013-05-18,1,3083
2013-05-19,1,3083
2013-05-20,1,3105
2013-05-21,1,3108
2013-05-22,1,3110
2013-05-23,1,3108
2013-05-24,1,3084
2013-05-25,1,3084
2013-05-26,1,3084
2013-05-27,1,3084
2013-05-28,1,3118
2013-05-29,1,3121
2013-05-30,1,3122
2013-05-31,1,3102
2013-06-01,1,3102
2013-06-02,1,3102
2013-06-03,1,3127
2013-06-04,1,3128
2013-06-05,1,3129
2013-06-06,1,3127
2013-06-07,1,3106
2013-06-08,1,3106
2013-06-09,1,3106
2013-06-10,1,3131
2013-06-11,1,3133
2013-06-12,1,3136
2013-06-13,1,3136
2013-06-14,1,3101
2013-06-15,1,3101
2013-06-16,1,3101
2013-06-17,1,3130
2013-06-18,1,3132
2013-06-19,1,3134
2013-06-20,1,3134
2013-06-21,1,3116
2013-06-22,1,3116
2013-06-23,1,3116
2013-06-24,1,3150
2013-06-25,1,3150
2013-06-26,1,3149
2013-06-27,1,3149
2013-06-28,1,3134
2013-06-29,1,3134
2013-06-30,1,3134
2013-07-01,1,3161
2013-07-02,1,3166
2013-07-03,1,3169
2013-07-04,1,3169
2013-07-05,1,3155
2013-07-06,1,3155
2013-07-07,1,3155
2013-07-08,1,3182
2013-07-09,1,3185
2013-07-10,1,3186
2013-07-11,1,3187
2013-07-12,1,3176
2013-07-13,1,3176
2013-07-14,1,3176
2013-07-15,1,3207
2013-07-16,1,3211
2013-07-17,1,3211
2013-07-18,1,3208
2013-07-19,1,3189
2013-07-20,1,3189
2013-07-21,1,3189
2013-07-22,1,3217
2013-07-23,1,3223
2013-07-24,1,3223
2013-07-25,1,3222
2013-07-26,1,3199
2013-07-27,1,3199
2013-07-28,1,3199
2013-07-29,1,3227
2013-07-30,1,3229
2013-07-31,1,3228
2013-08-01,1,3230
2013-08-02,1,3209
2013-08-03,1,3209
2013-08-04,1,3209
2013-08-05,1,3231
2013-08-06,1,3234
2013-08-07,1,3235
2013-08-08,1,3236
2013-08-09,1,3212
2013-08-10,1,3212
2013-08-11,1,3212
2013-08-12,1,3237
2013-08-13,1,3245
2013-08-14,1,3247
2013-08-15,1,3247
2013-08-16,1,3223
2013-08-17,1,3223
2013-08-18,1,3223
2013-08-19,1,3246
2013-08-20,1,3250
2013-08-21,1,3250
2013-08-22,1,3250
2013-08-23,1,3233
2013-08-24,1,3233
2013-08-25,1,3233
2013-08-26,1,3262
2013-08-27,1,3261
2013-08-28,1,3261
2013-08-29,1,3259
2013-08-30,1,3234
2013-08-31,1,3234
2013-09-01,1,3234
2013-09-02,1,3234
2013-09-03,1,3264
2013-09-04,1,3265
2013-09-05,1,3267
2013-09-06,1,3249
2013-09-07,1,3249
2013-09-08,1,3249
2013-09-09,1,3280
2013-09-10,1,3283
2013-09-11,1,3286
2013-09-12,1,3286
2013-09-13,1,3266
2013-09-14,1,3266
2013-09-15,1,3266
2013-09-16,1,3295
2013-09-17,1,3298
2013-09-18,1,3301
2013-09-19,1,3300
2013-09-20,1,3280
2013-09-21,1,3280
2013-09-22,1,3280
2013-09-23,1,3314
2013-09-24,1,3314
2013-09-25,1,3314
2013-09-26,1,3315
2013-09-27,1,3300
2013-09-28,1,3300
2013-09-29,1,3300
2013-09-30,1,3332
2013-10-01,1,3336
2013-10-02,1,3337
2013-10-03,1,3337
2013-10-04,1,3314
2013-10-05,1,3314
2013-10-06,1,3314
2013-10-07,1,3341
2013-10-08,1,3342
2013-10-09,1,3345
2013-10-10,1,3344
2013-10-11,1,3323
2013-10-12,1,3323
2013-10-13,1,3323
2013-10-14,1,3345
2013-10-15,1,3345
2013-10-16,1,3346
2013-10-17,1,3346
2013-10-18,1,3330
2013-10-19,1,3330
2013-10-20,1,3330
2013-10-21,1,3359
2013-10-22,1,3364
2013-10-23,1,3368
2013-10-24,1,3368
2013-10-25,1,3341
2013-10-26,1,3341
2013-10-27,1,3341
2013-10-28,1,3359
2013-10-29,1,3359
2013-10-30,1,3360
2013-10-31,1,3359
2013-11-01,1,3338
2013-11-02,1,3338
2013-11-03,1,3338
2013-11-04,1,3365
2013-11-05,1,3368
2013-11-06,1,3372
2013-11-07,1,3371
2013-11-08,1,3356
2013-11-09,1,3356
2013-11-10,1,3356
2013-11-11,1,3386
2013-11-12,1,3386
2013-11-13,1,3386
2013-11-14,1,3388
2013-11-15,1,3371
2013-11-16,1,3371
2013-11-17,1,3371
2013-11-18,1,3400
2013-11-19,1,3402
2013-11-20,1,3404
2013-11-21,1,3402
2013-11-22,1,3386
2013-11-23,1,3386
2013-11-24,1,3386
2013-11-25,1,3401
2013-11-26,1,3405
2013-11-27,1,3406
2013-11-28,1,3406
2013-11-29,1,3382
2013-11-30,1,3382
2013-12-01,1,3382
2013-12-02,1,3403
2013-12-03,1,3405
2013-12-04,1,3407
2013-12-05,1,3409
2013-12-06,1,3386
2013-12-07,1,3386
2013-12-08,1,3386
2013-12-09,1,3419
2013-12-10,1,3422
2013-12-11,1,3424
2013-12-12,1,3424
2013-12-13,1,3412
2013-12-14,1,3412
2013-12-15,1,3412
2013-12-16,1,3452
2013-12-17,1,3453
2013-12-18,1,3455
2013-12-19,1,3455
2013-12-20,1,3440
2013-12-21,1,3440
2013-12-22,1,3440
2013-12-23,1,3463
2013-12-24,1,3463
2013-12-25,1,3463
2013-12-26,1,3468
2013-12-27,1,3449
2013-12-28,1,3449
2013-12-29,1,3449
2013-12-30,1,3478
2013-12-31,1,3481
2014-01-01,1,3481
2014-01-02,1,3482
2014-01-03,1,3452
2014-01-04,1,3452
2014-01-05,1,3452
2014-01-06,1,3483
2014-01-07,1,3486
2014-01-08,1,3487
2014-01-09,1,3489
2014-01-10,1,3462
2014-01-11,1,3462
2014-01-12,1,3462
2014-01-13,1,3496
2014-01-14,1,3496
2014-01-15,1,3497
2014-01-16,1,3497
2014-01-17,1,3477
2014-01-18,1,3477
2014-01-19,1,3477
2014-01-20,1,3477
2014-01-21,1,3505
2014-01-22,1,3508
2014-01-23,1,3509
2014-01-24,1,3482
2014-01-25,1,3482
2014-01-26,1,3482
2014-01-27,1,3514
2014-01-28,1,3516
2014-01-29,1,3516
2014-01-30,1,3516
2014-01-31,1,3491
2014-02-01,1,3491
2014-02-02,1,3491
2014-02-03,1,3514
2014-02-04,1,3515
2014-02-05,1,3517
2014-02-06,1,3519
2014-02-07,1,3494
2014-02-08,1,3494
2014-02-09,1,3494
2014-02-10,1,3522
2014-02-11,1,3525
2014-02-12,1,3527
2014-02-13,1,3527
2014-02-14,1,3507
2014-02-15,1,3507
2014-02-16,1,3507
2014-02-17,1,3507
2014-02-18,1,3536
2014-02-19,1,3535
2014-02-20,1,3535
2014-02-21,1,3509
2014-02-22,1,3509
2014-02-23,1,3509
2014-02-24,1,3535
2014-02-25,1,3539
2014-02-26,1,3543
2014-02-27,1,3543
2014-02-28,1,3519
2014-03-01,1,3519
2014-03-02,1,3519
2014-03-03,1,3536
2014-03-04,1,3539
2014-03-05,1,3539
2014-03-06,1,3540
2014-03-07,1,3519
2014-03-08,1,3519
2014-03-09,1,3519
2014-03-10,1,3542
2014-03-11,1,3544
2014-03-12,1,3546
2014-03-13,1,3550
2014-03-14,1,3526
2014-03-15,1,3526
2014-03-16,1,3526
2014-03-17,1,3560
2014-03-18,1,3563
2014-03-19,1,3567
2014-03-20,1,3566
2014-03-21,1,3546
2014-03-22,1,3546
2014-03-23,1,3546
2014-03-24,1,3582
2014-03-25,1,3583
2014-03-26,1,3584
2014-03-27,1,3584
2014-03-28,1,3553
2014-03-29,1,3553
2014-03-30,1,3553
2014-03-31,1,3584
2014-04-01,1,3584
2014-04-02,1,3584
2014-04-03,1,3586
2014-04-04,1,3559
2014-04-05,1,3559
2014-04-06,1,3559
2014-04-07,1,3589
2014-04-08,1,3593
2014-04-09,1,3594
2014-04-10,1,3596
2014-04-11,1,3576
2014-04-12,1,3576
2014-04-13,1,3576
2014-04-14,1,3605
2014-04-15,1,3612
2014-04-16,1,3612
2014-04-17,1,3612
2014-04-18,1,3612
